town_id,pipe_id,age,mean_pressure,std_pressure,mean_velocity,std_velocity,mean_flow,std_flow,burst
3745,0,26,9.991332393058673,0.010655143727766067,0.6374532679141399,0.3470016009405239,4.997410313101767,2.720370992649095,0
3745,1,5,9.958526926437472,0.04836283841946107,-0.1647649423614893,0.06716983344748434,1.2916994290251729,0.5265879638489817,0
3745,2,57,9.953690996217336,0.0517581930704402,-2.8323281492632344e-17,0.0,2.220446049250313e-16,0.0,0
3745,3,46,9.953662085807299,0.05509864878365792,-2.242259784833394e-17,1.7304201230995324e-17,2.220446049250313e-16,0.0,1
3745,4,77,9.953240338979294,0.055784062000779476,-1.9472256026184738e-17,2.0567924537045593e-17,2.220446049250313e-16,0.0,1
3745,5,51,9.9773963483729,0.027576945472566082,0.4669114531455723,0.24665431074708832,3.6604222281111594,1.9336833903635016,1
3745,6,56,9.953809786921095,0.051759373373908096,-0.05913506488002287,0.002563510268156932,0.46359819295360966,0.02009702247468164,0
3745,7,68,9.953255288959747,0.05576607622182979,-0.014679410350708582,0.012251162010476007,0.11508143478019602,0.0960448184366039,0
3745,8,30,9.959130720163744,0.047937957335291,0.15506973780855532,0.08530612779891504,1.2156924216738678,0.6687701582078894,0
3745,10,21,9.958660800368845,0.0483716889761002,0.12974377471681284,0.06564866828110329,0.2542864357540187,0.12866564045663167,0
3745,11,61,9.953939105803855,0.05463941364303987,-0.06226411084605923,0.055667205556705825,0.4881288171858879,0.43641139069053775,1
3745,13,4,9.953574324925611,0.055118800302987894,0.0365168146861461,0.022546617316646363,0.07229185123213419,0.04299792169597147,0
3745,14,28,9.967316893162929,0.03914056152602875,0.3613310682836564,0.1787134776139885,2.832708996839029,1.4010510590695138,0
3745,15,72,9.971816254472165,0.03420972435579871,0.06735704237410493,0.04408324916369718,0.1320139040630519,0.08639930764123409,0
3745,16,15,9.969721746662955,0.037279861833664316,0.24868347048178743,0.17069228797121272,0.4873978229612809,0.33454193554670525,0
3745,17,41,9.96204579979722,0.044896399338638475,-0.22122875137715972,0.11160393101589369,0.4335889779436181,0.2187339307501391,1
3745,18,56,9.961341476485162,0.04557132397518615,0.0702533805737104,0.03696738743903251,0.13769047327898093,0.0724528418533157,1
3745,19,45,9.954444870820282,0.053837881692464784,-0.07761647425478309,0.05968662928900009,0.6084859681975864,0.46792226470051906,1
3745,20,33,9.954216125800412,0.05418017850242181,-4.720546915438723e-18,1.0069270702136484e-16,9.598803233738333e-17,1.7268027639034353e-16,0
3745,22,2,9.953486196548218,0.055117146846412036,0.0012121318042579462,0.010860342214847125,0.015284492890771287,0.015003097229775829,0
3745,24,22,9.958269052363356,0.04879129890964391,-0.06925455692199256,0.036012607971753326,0.13573286639651963,0.07058155771505575,0
3745,25,14,9.957443025855756,0.04956455913328276,0.07599357100078051,0.03909064684188427,0.14894074380205558,0.07661424433224645,1
3745,26,74,9.95415068187998,0.05177171965951788,-0.06938293818379147,0.004453812241491571,0.5439379297051224,0.034916327750706265,0
3745,29,34,9.953391497062677,0.055549370451377436,-0.03718578139305931,0.036390550973642355,0.2915234995068731,0.2852891715971732,0
3745,30,62,9.952690501431032,0.05697145505631579,0.07195152633561254,0.11030893260788244,0.14101869025222216,0.21619584728371416,0
3745,31,45,9.953249607555529,0.055751442647506456,0.010532301798108934,0.006312351491559066,0.020654280438730344,0.012351793517959028,1
3745,32,39,9.953778427775017,0.05487281635490797,0.00351467648521981,0.0028864684579280337,0.00688845810294737,0.005657225386612746,0
3745,33,8,9.954000764520394,0.05452448141652494,-0.02806582173372338,0.03104899229132864,0.055006552651588436,0.060853305684599034,0
3745,35,33,9.968033227272322,0.04022962948198264,-0.12564496212816179,0.048668393107240984,0.24625312204577562,0.09538578821317471,0
3745,36,30,9.953830827917912,0.05441710271877337,-0.026439172103777303,0.02773790623428836,0.051818461835497966,0.05436386699085572,0
3745,37,51,9.953613358261173,0.054822473002840294,0.02487534114222639,0.047607202320042064,0.048796746822182074,0.09328333228128485,0
3745,38,56,9.953231915160682,0.055729661958798485,9.612001669448813e-05,0.016031310146846136,0.02148657328739519,0.022925461595468023,1
3745,39,14,9.953207533871787,0.055787250943262166,0.010436181781414424,0.013913830376128648,0.020454002312397728,0.027269888992780073,0
3745,44,34,9.955397896847597,0.0524165351211984,-0.11300748604488846,0.08255208999652597,0.8859391027461117,0.6471794666088543,0
3745,46,78,9.9711704658185,0.034882542545408075,0.08858568115529138,0.0456797442695664,0.1736201769139829,0.08952829823100465,1
3745,47,62,9.954225261396589,0.05163036835702491,-0.07798263982302195,0.013027058661107479,0.1528391444951231,0.025531894092967813,0
3745,54,35,9.958304693656146,0.04871121755892985,-0.12120668652694876,0.05947410149505195,0.23755449056237823,0.11656403031173525,0
